Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Gambia,0.731731844,0.750126672,0.738020824,0.725563239,0.758443,0.777407152,0.791947674,0.799750477,0.815028205,0.805114757,0.836902871,0.872466197,0.874329555,0.826975185,0.807662196,0.841844577,0.867291606,0.971906465,0.990779023,0.977070751,0.972870154,1.03878557,1.014412635,1.019511073,1.066589166,1.077395059,1.092066966,1.088042665,1.118887674,1.145346732,1.271684673,1.277034998,1.29837457,1.426627066,1.494934466,1.529965205,1.597211735,1.637125942,1.736241356,1.953006703,2.027025742,1.832215207,1.861558706,1.945922108,2.06778809,2.195110327,2.081858641,2.120451081,2.100847186,2.208647337,2.241579168,2.301078499,2.343455407
Guinea-Bissau,0.844504169,0.859585914,0.887858337,0.921962384,1.025893329,1.18836417,1.293137032,1.264518401,1.176608634,1.207721165,1.237358364,1.40364643,1.71664858,1.623922801,1.545235069,1.375162017,1.376873295,1.489129281,1.512028526,1.588776792,1.663456975,1.739272238,1.737384656,1.761307002,1.787767984,1.843101958,1.864547893,1.870698355,1.892271939,1.992123681,2.01272854,2.013784792,2.046128452,2.107593102,2.13847762,2.182253806,2.273600829,2.373900108,2.461331097,2.560440297,2.686940427,2.71261718,2.845791963,2.953334379,2.828217285,2.977997437,3.035212407,2.93352855,3.008950021,3.084361931,3.137612121,3.191986169,3.243335689
Equatorial Guinea,0.115035007,0.115015558,0.120296906,0.095996639,0.101382725,0.10370279,0.105888731,0.105488803,0.140724039,0.138225801,0.143622338,0.154890162,0.153203509,0.128810358,0.142888162,0.136805315,0.147115792,0.169097792,0.169012627,0.18727829,0.182300449,0.190743596,0.194512619,0.213533461,2.828257945,3.22508986,5.380505929,7.809375788,9.740851861,10.68635309,12.41767982,14.14095193,11.51190875,12.7499375,17.49735636,17.07277243,18.52802089,20.26874401,20.09138288,18.78186559,19.1804278,19.49512197,19.60143291,18.96509737,18.95114266,18.66813473,17.92731691,16.57649967,14.39636319,13.14487829,12.71455778,12.85898661,11.55190488
Greece,45.37344627,46.95513546,54.32898327,57.7796136,58.01019068,60.05499707,65.32698036,67.55942748,70.50544407,73.93820217,74.14528526,73.74718014,75.40009886,79.07921548,81.0836531,84.5669429,84.11800092,89.17943343,94.1423024,98.742538,99.51427097,99.3077448,101.1771015,101.1625286,103.6848691,108.0465992,109.0007132,110.2313899,114.3846569,115.5053622,121.6948612,122.2944464,123.0194052,126.5049703,126.6622113,128.9755959,125.6696962,129.9766585,125.5044977,119.4644826,112.2516488,109.1941585,104.445446,96.47012017,93.36766025,91.37392222,89.72789451,89.82005365,87.19900906,81.8010261,71.93346957,73.54635355,76.03123405
Grenada,0.063470114,0.065791928,0.066091871,0.066717357,0.064004675,0.065056006,0.065867977,0.068447063,0.069762679,0.069176117,0.068927857,0.07384168,0.073150712,0.073141686,0.075060074,0.074480743,0.077492033,0.084105792,0.087109835,0.087684622,0.10110959,0.102150902,0.104351765,0.111761611,0.120655368,0.115239082,0.119958165,0.143077253,0.132925495,0.131551286,0.11169069,0.113925619,0.118035765,0.125351664,0.123061747,0.128221984,0.136335032,0.147286132,0.155589449,0.162992569,0.175428441,0.150938284,0.157483692,0.191503325,0.174356367,0.177025115,0.186464307,0.184784265,0.198419479,0.213792196,0.192165882,0.188422133,0.194074376
Greenland,0.052089412,0.053155772,0.054075634,0.054944057,0.055776601,0.056578456,0.056869427,0.057099486,0.057323765,0.057564637,0.057840024,0.058550601,0.059368918,0.060202813,0.060999706,0.061903255,0.062559462,0.063228553,0.06397538,0.06461276,0.065228296,0.065518693,0.065685883,0.065828609,0.065886055,0.06602899,0.06623493,0.066288198,0.066488127,0.066580411,0.066493769,0.066751523,0.06701472,0.067287489,0.687500783,0.694010018,0.709943072,0.700052917,0.719212796,0.632751674,0.725165783,0.766685415,0.61988701,0.611606642,0.559642176,0.598538117,0.593960161,0.582845383,0.5844987,0.58451732,0.525881613,0.512554466,0.53950698
Guatemala,8.950639373,9.411141148,10.01632844,10.21327379,10.1446427,10.60436726,10.28762457,11.16696532,11.7824243,12.51836578,13.01766112,12.65127398,12.32524831,12.21507154,12.56202755,12.90155865,12.59810463,13.06421554,13.24392748,13.70631297,14.15067616,14.77644395,15.98340581,17.03280813,17.45301614,18.71576738,18.76029442,19.44942128,21.43095776,22.08847346,23.20915294,24.12664197,25.34269087,25.22003535,26.07372519,27.40290123,28.04397237,29.25725229,28.74324055,30.11464527,30.19847809,30.85997835,31.8713733,33.50087685,35.24808504,38.08270494,39.62609807,39.32759158,41.52110304,42.97740367,41.61448502,44.5241121,45.01833056
French Guiana,0.120971158,0.122100453,0.142214545,0.143699848,0.130731484,0.153345111,0.14217907,0.156844998,0.159591376,0.16292138,0.164397924,0.154232,0.186296884,0.232719624,0.208165063,0.197747466,0.246173137,0.30530681,0.304306991,0.34278356,0.371533114,0.425953408,0.369456266,0.449250976,0.418159645,0.464628455,0.492665176,0.505549678,0.547846387,0.520474316,0.341131226,0.314295163,0.304859278,0.342667876,0.355482757,0.360880265,0.357549524,0.361986726,0.378502944,0.471535191,0.47727513,0.508899027,0.466025879,0.490624777,0.513611278,0.519382764,0.562474266,0.557895536,0.566142061,0.571432436,0.572316412,0.582482855,0.585488097
Guyana,5.098581897,5.016249801,4.768024776,5.181656823,5.271192514,5.779106418,5.336533532,5.740069642,5.37366555,4.839890848,5.035365756,4.969594383,4.798367396,4.395544427,4.6722835,4.424130842,4.383035454,4.308488042,4.33846758,4.079007672,3.849207532,4.039242018,4.087800293,4.274044694,4.541518403,4.917798674,4.966697441,5.153954131,5.045256841,5.122892831,4.796378481,4.758298175,4.587079319,4.812957126,4.721981379,4.447067812,4.234562316,4.562924625,4.654377755,4.737901116,4.963767151,5.087252837,5.30378521,5.436990805,5.694314197,5.777665324,5.839315346,5.991522643,6.060827059,6.382409634,7.273784268,7.670907714,7.790959093
Hong Kong,12.08403784,12.31720536,12.64785851,12.75270293,14.23551843,14.17743742,16.14666453,18.37500425,19.53175018,18.63969881,19.17644302,20.31128121,22.82564801,26.28475166,28.72008516,29.88136871,33.7253444,34.25709648,37.43267669,38.89205169,39.97370407,43.36280369,47.84993625,48.87582441,42.40199659,42.94624046,40.46765904,39.42015783,47.87261537,51.07131742,47.32190208,47.19485061,46.2219808,49.84179368,46.01736845,48.36352628,47.95709369,50.16104355,48.90897084,51.07841592,48.16817937,51.20761519,50.70146827,52.28048334,53.72189512,50.44388467,51.3563734,50.49972164,50.49015564,50.00980835,41.67103993,41.08301515,39.14007408
Honduras,6.044037976,6.138569328,6.27932354,6.459340566,6.70598155,6.939934858,7.088617558,7.357100833,7.442480118,7.644976893,7.869839834,7.902562957,7.9483484,9.02827669,9.408439571,9.193024922,9.187834015,9.406874878,9.505878104,9.713518682,9.652781464,9.773766933,10.12825345,9.91348306,10.7994249,11.23516787,11.6027924,11.76464483,12.31637514,11.78930547,12.25767854,13.3858987,14.64129408,16.22287501,17.36255881,16.52649403,17.71660636,19.00688012,19.33041916,19.35332124,19.41744777,20.69546324,21.3897718,21.37221328,21.81458426,22.60890771,22.63389389,21.46134477,21.34900249,22.73578826,21.60498784,22.9693239,23.74476594
Croatia,28.75120818,28.83172348,28.57175414,30.08094959,31.3338285,32.08319796,31.560612,31.11056557,32.17078635,33.87914022,31.28457769,33.26539264,33.84724243,36.95201261,38.28484417,39.07400257,41.42032328,40.74774029,43.77578558,42.07588538,34.06759344,26.24050741,23.89869774,24.04483698,23.08896593,23.71755058,23.55286918,25.64440165,25.95392785,26.20598511,25.85699695,27.00960014,27.77955363,29.36595093,29.99057446,30.005802,30.63111344,32.47789527,31.10849642,29.24822742,28.58423435,28.19680957,26.20041894,25.85270533,25.05992849,25.75586215,26.12051974,26.53783218,25.23910399,25.30928171,24.32926627,24.16282888,24.17777686
Haiti,6.44103367,6.588673922,6.697635512,6.680316856,6.676962462,6.666977018,6.930999327,7.051912477,7.293549227,7.386175609,7.459636126,7.42812575,7.644182251,7.822926605,7.910223159,7.896816065,7.813376156,7.81753813,7.871855072,7.844619993,7.925305809,8.147833603,8.563222893,8.306085284,7.874337427,8.704372783,9.009744679,9.547814336,9.761147183,9.967096143,10.47925624,10.62027789,10.96400694,11.06666134,11.03127178,11.25064298,11.42700169,11.97715294,12.10811526,12.29417596,12.97847571,13.55494037,13.42420019,13.70388789,14.16361775,14.51600459,14.83752778,14.85022231,14.77320447,14.97728851,14.77436904,14.70891518,14.87405957
Hungary,91.79777044,94.06743915,95.86529658,101.1420257,104.0131892,106.0825431,110.3433112,115.1661845,124.2104693,123.0234122,121.8721441,120.8665685,121.4301324,117.5242135,119.0815468,117.6168794,114.7855849,116.1353037,110.4710149,107.4900886,96.78093175,90.57109959,79.73465588,80.72420358,80.46216664,79.3802974,81.89088093,80.46490538,79.68754048,80.20072652,77.207683,78.83998111,81.23521498,82.41708035,81.21428406,80.24406611,79.23326043,77.58282458,75.27727776,68.35041776,68.60601201,67.73584143,64.3142777,61.77030332,61.9319975,64.48203964,65.38473466,71.45189311,71.52617694,70.12383449,68.09821299,70.3331135,66.20763118
Indonesia,217.8876171,220.6786222,227.0358072,242.3894338,249.2418428,249.1351486,257.1318441,283.6653979,302.8467499,309.4043036,314.2384987,324.1251907,315.1242831,323.6926699,339.331028,347.1847603,363.766987,365.6263087,378.7393166,391.6363738,427.6550811,448.6479129,469.5723833,487.7298087,507.2293219,538.0520511,563.2637207,587.7193493,585.7420737,599.6474216,602.2145976,626.758367,639.4619294,672.9094416,686.3386763,694.313899,730.222841,753.689865,758.7558934,793.4756942,827.2178884,930.781044,952.0509002,911.9731346,961.1168754,961.4066813,956.6807287,1019.775112,1109.644162,1161.779446,1104.711582,1128.059995,1240.832611
India,817.8746081,822.683663,833.9825363,842.3790826,864.7592668,896.4528654,919.9180849,939.6214573,944.1506883,972.571145,997.7240266,1047.749894,1071.530385,1121.438025,1175.594419,1205.910082,1269.386313,1303.711552,1373.142231,1431.368438,1436.580582,1495.408454,1528.330222,1560.907968,1615.681106,1680.386185,1728.388213,1785.875965,1816.66527,1886.10632,1919.338839,1944.586937,1974.328654,2026.250002,2130.232355,2203.100182,2307.923737,2451.931474,2565.10676,2718.856482,2839.943122,2965.606977,3144.355268,3182.981635,3357.531214,3389.882387,3443.293545,3590.031529,3754.623271,3731.122973,3519.121452,3754.626506,3943.26459
Ireland,40.00314976,42.94605514,42.63109478,43.17863387,46.14473917,44.72149126,44.98429878,47.28013561,47.49094071,52.10634553,51.19442481,50.37666826,50.33571519,50.45967571,50.76132177,52.48570043,53.60907586,54.85397911,54.0532692,55.68913071,57.59136627,58.13785211,58.13868186,58.90319426,60.38017718,61.03477517,62.5320247,64.11867223,66.97492138,70.97911822,74.64612908,77.19869325,75.70430854,75.39743533,74.24906546,75.33944711,75.96600053,73.53598215,72.1301634,66.69795596,65.73931109,61.67024541,62.77653864,61.94818626,62.03664561,64.02075876,67.51634409,66.62156578,63.61825959,61.70636204,59.46278111,61.10092585,62.41914115
Iran,212.9044086,218.5777001,241.143011,279.0611053,290.9838,278.3199323,310.104144,312.6114105,299.6999051,245.684552,187.7230598,183.9910096,228.0985932,252.863528,247.5112315,261.7040164,247.7118156,264.009077,265.5238421,294.800039,332.7630375,377.986563,402.6335283,401.6774258,442.8955028,444.9305003,463.5049652,478.4678307,464.1605194,495.1652633,525.5913053,531.953454,551.2753399,600.2923528,640.6542218,683.5565201,731.9266857,764.32265,770.8297967,795.5272952,807.1936381,818.2598082,813.1398767,833.5124538,858.4414876,857.0215474,904.8487844,937.917338,950.8282851,915.8308156,901.5556188,936.5665682,951.9836532
Iraq,100.5602743,104.9714747,96.05440727,119.797703,119.7580063,135.7264418,151.9381334,145.495635,158.9193644,205.6991896,168.6725066,90.02853148,93.2238271,96.71977653,110.766902,127.5745264,145.210322,161.9129448,192.2027471,208.6818908,169.632256,80.13219824,108.2454552,137.998364,150.0975565,150.4221938,140.0661204,177.4002059,157.4225803,145.9040048,165.7042799,179.4335668,168.4060422,151.9854395,169.5689841,163.8489236,163.6160196,153.6746522,170.2748079,186.3024168,209.7506998,223.1021972,252.0573167,262.8178219,263.679667,273.1060804,314.3774294,330.7469057,347.3218658,367.1057944,329.527812,340.169037,367.9410991
Iceland,3.228730936,3.369720778,3.676074213,4.373394139,4.301426207,4.037660799,4.132746905,4.282017856,4.409212383,4.456512817,4.242290522,4.169318603,3.865777078,3.922639591,4.214128672,4.025021139,4.074343402,4.211804612,4.327646336,4.436207989,4.427560675,4.395186852,3.304846401,3.427045319,3.561315396,3.381420242,3.680175759,3.614224806,3.767931204,3.827048135,3.935336023,4.045275161,4.242259277,4.211178166,4.294483522,4.266438327,4.413036778,4.742115024,5.053410628,5.051067743,4.98903994,4.849578334,4.853009696,4.902804505,4.727425752,4.889963602,4.457600317,4.59067121,4.536684501,4.416538684,4.265571484,4.281490767,4.768241021
"Israel",72.89790504,73.19997606,76.97931955,77.99076759,61.21472752,83.68899708,23.84177581,24.71179819,26.01560066,26.47301018,26.42426193,27.43330982,28.54557674,29.50272234,30.52649783,32.33708869,34.77574611,37.5691684,39.72575388,41.14610928,42.69290417,43.50825715,46.3534424,50.4088313,54.04481696,57.52516603,60.95031716,62.91052038,64.09660107,65.76406356,70.43456497,70.61716393,73.92793427,75.75910287,76.10800393,73.94074503,77.46596894,80.17701918,81.71376889,79.97508369,85.97875677,86.3887358,92.57953683,85.16111796,82.98420025,86.8786517,87.58436794,87.7275855,84.40597915,86.20352723,83.57563566,84.45446219,87.75374912
"Italy",395.944813,412.3845847,429.7337481,453.8505538,454.3146441,436.3158105,467.1188251,456.5052042,466.895987,483.5986092,484.7757255,472.2810993,463.4527654,456.3602936,465.107497,465.6966915,468.741379,495.1089927,495.8504159,512.5148616,513.7378997,511.2486455,505.9689491,499.5601603,495.6471257,522.3065422,518.3113928,522.3553153,531.9492747,539.3239589,545.7796484,542.3183974,551.7340076,570.4968684,579.5875688,580.4265055,568.2346081,560.8978188,545.4066153,493.3559623,503.6346492,492.288896,473.3430664,440.1302063,420.0837263,430.2971177,424.9797814,422.7961054,417.5718542,405.3295207,367.4146472,392.9576535,394.7478745
Jamaica,9.414907047,9.416192492,9.383081189,9.933005465,10.25078496,8.856917713,8.02350537,8.647613991,8.812824055,8.53416728,8.312264383,8.220276702,7.270848949,7.438822314,7.094734935,6.4469451,6.308111412,6.485777471,6.699121832,8.136023658,9.289700202,9.323832569,10.25217409,10.43318424,10.48135832,10.84163596,11.18225523,11.37980322,11.89546508,12.19752709,12.25285948,12.32377611,12.2790139,12.65599425,12.61288322,12.59849225,13.99248732,13.89088125,11.47815391,9.628878311,9.245136128,9.179846647,8.599012337,9.067765891,8.816489628,8.689047239,9.214524807,8.921502876,10.32766621,10.07859361,7.496857881,7.701650062,7.706846171
Jordan,3.730415766,3.849551369,3.459039497,3.831898893,4.065647827,4.394077274,4.98481642,5.167176714,6.061835725,6.46756193,7.855211964,8.959053149,9.48895301,10.76442853,11.68494988,12.05172208,12.66603984,14.07060635,13.77802275,11.81565114,12.54182415,12.88111038,15.05374988,15.67607857,16.27947509,17.28201293,17.65507154,18.23323956,18.57400436,18.7472969,20.4622868,20.69903001,21.63585041,22.31991239,23.9236056,25.59342313,26.00013108,27.12917612,26.83923142,27.39348685,27.14479506,28.0123521,31.85705404,31.62294336,33.83799216,33.91811509,34.11300528,35.69383833,34.75936381,33.39196807,31.50156323,33.53708569,34.53918911
Japan,1022.184754,1012.148872,1055.280264,1169.07303,1164.31571,1106.192937,1142.406436,1170.299934,1164.623085,1190.292525,1160.570388,1133.938011,1091.288144,1094.952311,1168.078547,1140.243658,1135.985275,1138.425173,1212.831076,1243.766927,1321.807658,1335.787895,1345.146638,1341.398987,1402.799415,1420.08958,1432.44078,1414.002563,1357.915659,1388.649053,1391.881399,1369.343774,1398.019151,1402.547569,1393.421422,1402.607512,1373.099376,1408.242216,1331.911447,1263.838126,1326.719915,1376.0541,1413.390503,1429.64623,1377.610285,1335.567909,1321.962918,1306.923414,1265.994721,1226.885871,1161.77542,1175.420828,1182.769894
Kazakhstan,259.4609861,264.1933825,271.7770604,281.1560143,287.1222682,293.9231527,299.3631368,299.825285,304.7249105,306.4059484,306.695109,297.1886129,292.3657304,291.0210351,297.2523304,288.855064,290.9706674,297.0571144,301.9601975,303.6013043,349.5406818,355.9935331,360.394615,314.6274253,280.547168,244.3963178,215.6562948,189.0538819,188.5427498,174.1041954,178.7686538,177.1471578,193.3829496,213.466647,228.7023051,243.1687185,268.9716893,282.5560168,327.4736503,300.8532776,320.3283004,339.331914,337.5456445,357.3698162,310.2132141,276.0352102,289.6558293,308.907678,313.8993226,300.3445094,308.4424462,319.1182862,331.5301522
Kenya,24.91239675,25.37522571,26.1303542,26.59259239,27.00511526,27.3451693,27.83562171,28.72073649,30.44639454,32.35850575,31.09204694,31.00806162,32.79391605,35.04844724,36.73852596,36.81868098,38.13714059,38.58845121,40.52515229,42.05974341,42.67480048,41.9826679,42.57588734,43.14012179,43.8859529,44.70304575,44.06286894,44.1873459,45.35374385,48.30803282,47.45855577,48.58627498,51.14103328,52.6443957,57.20593441,59.85850651,58.83774203,78.83086351,83.79281626,82.91623055,86.72565986,87.80595438,86.42128729,86.98823607,89.62035697,92.11412277,98.68315598,96.05003942,98.5709194,107.9890575,109.7105809,114.2652098,117.894791
Kyrgyzstan,20.06082815,20.8983227,21.85689531,22.76853293,23.78089607,24.92085366,25.47473837,25.94941939,26.77716644,27.34007748,28.27863456,27.98650031,27.84791373,27.68219053,27.79701447,27.81436037,28.27853337,29.08660731,29.34009169,29.34154616,33.70270251,30.96510653,22.97506001,18.58148558,14.06763836,10.86874493,11.67620187,12.10593503,12.469834,11.31984713,11.29210666,10.47194821,11.56242046,12.24688232,12.19156299,12.04513191,11.93068059,13.27846157,14.65400047,14.61724233,14.37091221,16.47283201,18.5093273,18.47503683,19.45763551,19.95394841,19.76183512,20.10158804,22.2065385,21.27667842,20.33120131,21.47396657,21.9395935
Cambodia,26.30100591,22.02975889,18.14417482,13.57647077,11.36749141,12.53388199,12.03462068,11.54141122,11.22770874,9.287613912,13.97047423,13.42367305,16.64004976,16.75774554,13.06339405,16.3729078,17.17658139,16.58953905,19.42393074,20.29705842,20.26491759,19.64174355,20.0068211,20.77679883,18.90471368,23.76304794,23.68873698,24.13064375,24.22542268,24.70010849,24.14345058,24.88673396,25.10938524,27.09406201,26.73305217,28.92350462,30.47530665,31.58955604,32.35999415,33.80464711,34.35004295,35.67723233,35.3738643,35.21419953,36.0337003,37.39377605,40.03567393,42.48853383,43.61431193,47.60180983,48.59617155,49.68953943,50.01626527
Kiribati,0.027219954,0.027883604,0.029627104,0.034232991,0.040195893,0.035468656,0.035513399,0.037358828,0.037500627,0.039835264,0.042380844,0.042475527,0.042565787,0.042737964,0.02731911,0.029286619,0.028434035,0.033404717,0.034107023,0.034120795,0.03511822,0.035059422,0.035270282,0.035114198,0.03609507,0.035786263,0.036658577,0.038079193,0.03924494,0.039046046,0.058724334,0.054507534,0.070263202,0.071874554,0.073862279,0.090855706,0.095967279,0.088155741,0.096071799,0.08781231,0.090323819,0.086805474,0.086242024,0.090745156,0.091956492,0.095358494,0.101863177,0.113678827,0.115014954,0.12039629,0.104262152,0.107676298,0.110024993
Saint Kitts and Nevis,0.065440159,0.066947018,0.070208691,0.069681466,0.068046847,0.071427984,0.071699058,0.074173555,0.074183607,0.07398977,0.073005609,0.071848522,0.070846974,0.068643026,0.070699331,0.069819779,0.067342857,0.067836078,0.069969644,0.069333932,0.066372865,0.073386645,0.075046804,0.079925734,0.085259547,0.079575937,0.085843216,0.089205087,0.089695972,0.08815887,0.098572678,0.10090292,0.107163686,0.110137575,0.117494841,0.111402395,0.115128153,0.124695278,0.12994077,0.139834439,0.148407878,0.129234818,0.126651935,0.142278017,0.143912588,0.145235168,0.153477762,0.144306682,0.157720534,0.17056661,0.15224506,0.149040802,0.153296577
South Korea,103.319794,103.8698008,105.9965626,122.5713371,128.9142475,137.5283032,147.1559023,162.6146747,170.4588046,188.1586396,190.7285035,197.463897,196.6977674,212.5125223,235.6004688,246.2112637,255.3421694,260.9705288,287.099754,298.3645284,330.373859,360.4596321,381.5568659,406.2074617,435.6178921,469.9371248,500.4414654,529.9444738,456.0931097,495.504464,545.1822621,550.6305129,557.9137343,559.8020216,582.1922236,582.5197744,590.0140702,604.1590569,612.1236296,621.4527653,673.323862,702.4103049,707.587391,705.2427013,701.2293501,719.3818191,735.484309,745.5472767,750.2599167,731.3344448,699.6526338,730.8445447,725.7436351
Kuwait,73.34176725,75.94218012,79.31209601,72.41339862,60.63413745,51.46193771,52.89723354,50.98715026,57.28124118,67.09711235,55.82326805,47.98445058,46.62408502,52.21669238,54.35820591,58.08778588,64.68523417,69.39394976,79.89880258,93.1924148,49.86817298,46.05912941,45.04124992,62.38717193,70.84554317,68.67940007,69.16900927,73.85987165,75.07830254,77.48129926,86.18218314,88.13495793,91.63655792,101.4183121,106.0651613,117.4733421,120.7625731,116.7500538,121.5659313,120.9071881,124.123138,130.9149701,134.7722014,137.6612787,135.8803779,140.9755963,145.7736345,144.1123376,147.8620749,149.6843094,148.8945956,156.0550807,167.8619569
Laos,7.219879107,7.107990212,7.016905613,6.974553586,7.108063503,6.930229366,6.000849106,6.322308381,6.517486488,7.242767348,7.839031358,7.687803342,7.856396996,7.592767286,7.607197101,7.631057121,7.682736734,7.403789516,7.411573905,7.823745359,8.240323843,8.059503267,8.347284216,8.423514999,8.885374823,9.01582696,9.314774677,9.645343034,9.334320058,9.395396245,10.3435882,10.75828793,11.05216955,11.39521343,11.90225434,11.73591643,12.33618388,12.86516006,13.56518483,14.58210212,15.48383496,15.51473652,16.63461591,17.24936848,18.19388762,23.20975795,30.84985587,34.18590881,34.84394275,34.70249689,35.49266485,36.61982302,36.86154367
Lebanon,6.966893636,7.143309103,7.707470595,9.155601146,9.207254491,8.299001458,7.924001066,7.065506339,8.375074777,9.230335143,9.380230957,9.50493058,7.514363186,7.892472721,8.055939197,9.080672084,9.501452883,9.691834283,7.918662414,8.008698778,8.059731079,9.696798969,10.39272826,13.97849347,15.16238637,17.33733972,18.02746546,19.59906027,19.61803383,20.18145327,18.65493605,20.09708096,20.23546344,20.51012632,20.95220214,20.98047213,20.63935371,19.49189223,22.94367181,26.42678312,25.59528168,26.19874434,29.01088054,28.92811118,31.07727295,33.36404217,34.62022555,36.32470205,34.68863328,34.47402338,29.17350956,30.62574323,31.92680519
Liberia,1.668989824,1.692226578,1.721544408,1.781619973,1.850854113,1.895444353,1.953827944,2.123216155,2.166345387,2.425990455,2.398963778,2.230092808,2.192545797,2.295487313,2.197703413,2.224447218,2.091767343,2.147985124,2.426674254,2.177920421,1.790447052,1.606159954,1.495901186,1.419338634,1.388128397,1.412119869,1.490302628,1.589588331,1.747018669,1.899781841,2.13850547,2.228689035,2.277398942,2.355521694,2.474204577,2.697310354,2.895808709,2.88435798,2.879311319,3.015859546,3.36266609,3.541362943,3.733861487,3.73781954,4.149371542,4.331320605,4.489658093,4.370336199,4.649888407,4.833184576,4.984729209,5.207687461,5.311216164
Libya,131.6505859,119.7186348,97.69931526,94.99838763,67.58759182,70.20854312,90.41683047,95.8633681,95.08283661,102.7150392,94.61440852,69.23821146,72.66682348,69.73436978,69.89558337,67.49792719,70.46925562,67.73076186,75.80106211,75.12238442,86.63230253,84.0118971,78.91373752,75.09736915,91.10664069,101.0446133,105.5364606,93.04510453,88.86146822,86.96703059,91.34259383,88.00012067,88.18987109,97.55736999,96.63499606,105.1795267,104.0337684,98.15419873,102.7313717,102.7625163,108.7728651,64.59357242,102.573771,94.96007197,85.76596132,76.09360648,73.30452528,85.37712786,91.38198598,94.6789291,69.47549565,101.4676171,104.5138803
Saint Lucia,0.092062489,0.094392127,0.100702338,0.101328889,0.097512202,0.105309598,0.103225722,0.109186055,0.111371126,0.113108472,0.114723136,0.106751549,0.116209093,0.113229304,0.119394184,0.130462706,0.133946001,0.142433233,0.163344005,0.166664678,0.163633622,0.165481956,0.167088551,0.166309924,0.179022467,0.18503606,0.18838656,0.195244117,0.205432712,0.214710161,0.229267977,0.23511055,0.226234771,0.240752045,0.237789478,0.240776623,0.24910398,0.261585545,0.270646451,0.281702269,0.301637001,0.268097424,0.281863606,0.312485139,0.321889795,0.320924873,0.33511243,0.338409646,0.346110152,0.466140046,0.423303669,0.418680871,0.433437994
Sri Lanka,20.51209172,20.39132473,20.33391565,20.87851859,22.03152855,19.1883234,19.89521695,21.68352054,22.81935171,22.67150459,23.12323999,23.52662727,23.13060255,23.57948519,24.30907882,23.69046229,23.25793802,22.401953,23.39748634,21.9674744,23.10279725,22.31197748,23.45209623,23.81681635,25.27807349,25.09664637,25.72493568,25.78907516,25.39373913,27.22538622,28.32944978,27.72295176,28.62642003,30.34357353,29.57774612,32.33394294,30.85953913,31.52477558,32.82068253,31.44318879,33.54141407,35.91002985,37.89029779,35.63693419,36.39180284,41.23633481,43.58804249,40.7688768,41.54228357,42.48344191,42.39028933,41.72203157,38.8044848
Lesotho,1.974976186,1.884162371,1.845248617,1.827811652,1.89136569,1.948551885,1.93191814,1.800916783,1.828554397,1.91414631,2.028660395,2.048141159,2.083273291,2.058052531,2.043176498,2.130122382,2.163981884,2.465078468,2.393686516,2.332923688,2.206831916,2.2477861,2.41127093,2.371916294,2.319383363,2.272199326,2.188357285,2.270230091,2.021138382,2.587335568,2.735781129,2.766785302,2.628966043,2.663708516,2.666609369,2.830323175,2.791794372,2.931309842,2.791226696,2.878670978,2.890800344,2.920564243,2.989119524,2.880283154,2.891708889,2.854681473,2.863905046,3.055351088,2.902860376,2.784691047,2.958705281,2.960903649,3.02307887
Lithuania,28.54841641,29.48748455,30.97185484,32.63155081,34.21927623,36.32603783,37.24083662,38.00403466,39.33103372,40.18445276,41.40924621,41.12438127,41.06380025,41.21566622,42.15262987,42.3302732,43.10941112,44.19745726,44.43915405,44.72348658,46.63143836,48.23682658,31.08290819,24.6748511,23.05443985,21.8740476,22.38576599,21.95658292,22.91536751,20.04503135,18.45062036,19.13279911,19.63360873,19.71972783,20.6169121,21.67631688,22.00067158,24.15209181,24.85910866,21.80486838,22.76147996,23.61791352,23.94346704,22.43159301,22.4995166,23.27394674,22.6908452,23.04227371,22.7847155,22.96291716,22.71125743,22.23870394,20.84685881
Luxembourg,19.249777,18.00897666,17.72968538,19.13043371,17.80587806,14.33071947,15.22534808,14.51750508,15.81085696,14.948588,14.11190885,12.12540227,11.44015973,10.78641351,11.73697579,11.93841369,11.67441041,11.14631855,11.68048919,12.50104496,12.6697636,13.14627792,12.8137359,13.08692578,12.22016807,9.985274315,9.997430443,9.480119278,8.775561199,9.175113181,9.809235174,10.34056617,11.02440055,11.42894447,12.85299642,13.07215855,12.87888224,12.29496462,12.17308115,11.56680002,12.21137238,12.05379223,11.80782552,11.27482351,10.77897448,10.24297586,9.994306378,10.14765976,10.44504657,10.62196189,8.980767459,9.529710168,8.475640655
